PnPID,ClassName,Description,Manufacturer,ModelNumber,Supplier,Comment,FlagValue,AcquisitionProperties,Status,ParamOnLine
12069,Instrument Supply,INSTRUMENT SUPPLY,,,,,0,#Status,New,
12072,Gate Valve,GATE VALVE,,,,,0,,New,
12074,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12079,Capillary Tube,CAPILLARY TUBE,,,,,0,#Status,New,
12084,Instrument Supply,INSTRUMENT SUPPLY,,,,,0,#Status,New,
12107,Instrument Supply,INSTRUMENT SUPPLY,,,,,0,#Status,New,
12110,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,
12112,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,
12116,Open Top Tank,OPEN TOP TANK,,,,,0,#Status,New,
12119,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12124,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12139,Double Wall Tank,DOUBLE WALL TANK,,,,,0,#Status,New,
12142,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12147,Blade Agitator,BLADE AGITATOR,,,,,0,#Status,New,
12149,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,
12151,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,
12153,Instrument Supply,INSTRUMENT SUPPLY,,,,,0,#Status,New,
12156,Instrument Supply,INSTRUMENT SUPPLY,,,,,0,#Status,New,
12164,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,
12166,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,
12170,Gate Valve,GATE VALVE,,,,,0,,New,
12172,Gate Valve,GATE VALVE,,,,,0,"#Status,#Size,#Spec",,
12174,Gate Valve,GATE VALVE,,,,,0,,New,
12176,Gate Valve,GATE VALVE,,,,,0,,New,
12180,Gate Valve,GATE VALVE,,,,,0,,New,
12182,Gate Valve,GATE VALVE,,,,,0,,New,
12184,Silo,SILO,,,,,0,#Status,New,2.171269
12187,Open Top Tank,OPEN TOP TANK,,,,,0,#Status,New,
12190,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12192,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12196,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12199,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12203,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12206,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12208,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12214,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12219,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12224,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12229,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12234,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12239,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12242,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12247,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12252,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12256,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12258,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12263,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12266,Blind Flange,BLIND FLANGE,,,,,0,"#Status,#Size,#Spec",,
12268,Blind Flange,BLIND FLANGE,,,,,0,"#Status,#Size,#Spec",,
12271,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12276,Instrument Supply,INSTRUMENT SUPPLY,,,,,0,#Status,New,
12279,Instrument Supply,INSTRUMENT SUPPLY,,,,,0,#Status,New,
12282,Instrument Supply,INSTRUMENT SUPPLY,,,,,0,#Status,New,
12285,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,
12287,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,3.0
12289,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,
12291,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,
12293,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,
12295,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,0.999998
12297,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,0.999998
12299,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,1.999999
12302,Capillary Tube,CAPILLARY TUBE,,,,,0,#Status,New,
12305,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,0.749998
12307,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,
12309,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,
12319,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,
12324,Instrument Supply,INSTRUMENT SUPPLY,,,,,0,#Status,New,
12327,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,0.990908
12330,Instrument Supply,INSTRUMENT SUPPLY,,,,,0,#Status,New,
12341,Electrical Signal Line,ELECTRICAL SIGNAL LINE,,,,,0,#Status,New,
12344,Electrical Signal Line,ELECTRICAL SIGNAL LINE,,,,,0,#Status,New,
12346,Electrical Signal Line,ELECTRICAL SIGNAL LINE,,,,,0,#Status,New,
12348,Electrical Signal Line,ELECTRICAL SIGNAL LINE,,,,,0,#Status,New,
12350,Electrical Signal Line,ELECTRICAL SIGNAL LINE,,,,,0,#Status,New,
12352,Electrical Signal Line,ELECTRICAL SIGNAL LINE,,,,,0,#Status,New,
12354,Electrical Signal Line,ELECTRICAL SIGNAL LINE,,,,,0,#Status,New,
12356,Electrical Signal Line,ELECTRICAL SIGNAL LINE,,,,,0,#Status,New,
12358,Electrical Signal Line,ELECTRICAL SIGNAL LINE,,,,,0,#Status,New,
12360,Electrical Signal Line,ELECTRICAL SIGNAL LINE,,,,,0,#Status,New,
12362,Electrical Signal Line,ELECTRICAL SIGNAL LINE,,,,,0,#Status,New,
12364,Electrical Signal Line,ELECTRICAL SIGNAL LINE,,,,,0,#Status,New,
12366,Electrical Signal Line,ELECTRICAL SIGNAL LINE,,,,,0,#Status,New,
12380,Instrument Supply,INSTRUMENT SUPPLY,,,,,0,#Status,New,
12383,Capillary Tube,CAPILLARY TUBE,,,,,0,#Status,New,
12388,Instrument Supply,INSTRUMENT SUPPLY,,,,,0,#Status,New,
12391,Instrument Supply,INSTRUMENT SUPPLY,,,,,0,#Status,New,
12395,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12401,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,
12404,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,
12406,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,
12408,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,1.999792
12411,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,
12416,Centrifugal Pump,CENTRIFUGAL PUMP,,,,,0,#Status,New,0.425263
12419,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12426,Electrical Signal Line,ELECTRICAL SIGNAL LINE,,,,,0,#Status,New,
12429,Electrical Signal Line,ELECTRICAL SIGNAL LINE,,,,,0,#Status,New,
12432,Electrical Signal Line,ELECTRICAL SIGNAL LINE,,,,,0,#Status,New,
12437,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12444,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12451,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12456,Gate Valve,GATE VALVE,,,,,0,,New,
12458,Gate Valve,GATE VALVE,,,,,0,,New,
12460,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12462,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12466,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12469,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12472,Instrument Supply,INSTRUMENT SUPPLY,,,,,0,#Status,New,
12475,Gate Valve,GATE VALVE,,,,,0,,New,1.0
12477,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12482,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12487,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12492,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12497,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12501,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12506,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12511,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12518,Field Discrete Instrument,FIELD DISCRETE INSTRUMENT,,,,,0,#Status,New,0.000579
12520,Instrument Supply,INSTRUMENT SUPPLY,,,,,0,#Status,New,
12523,Flow Conditioning Device,FLOW CONDITIONING DEVICE,,,,,0,,New,0.599887
12525,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12530,Primary Line Segment,PRIMARY LINE SEGMENT,,,,,0,#Status,New,
12535,Gate Valve,GATE VALVE,,,,,0,,New,
12537,Capillary Tube,CAPILLARY TUBE,,,,,0,#Status,New,
12542,Instrument Supply,INSTRUMENT SUPPLY,,,,,0,#Status,New,
12545,Instrument Supply,INSTRUMENT SUPPLY,,,,,0,#Status,New,
12550,Secondary Line Segment,SECONDARY LINE SEGMENT,,,,,0,#Status,New,
12552,Secondary Line Segment,SECONDARY LINE SEGMENT,,,,,0,#Status,New,
12554,Secondary Line Segment,SECONDARY LINE SEGMENT,,,,,0,#Status,New,
12559,Secondary Line Segment,SECONDARY LINE SEGMENT,,,,,0,#Status,New,
12561,Secondary Line Segment,SECONDARY LINE SEGMENT,,,,,0,#Status,New,
12563,Secondary Line Segment,SECONDARY LINE SEGMENT,,,,,0,#Status,New,
12568,Secondary Line Segment,SECONDARY LINE SEGMENT,,,,,0,#Status,New,
12570,Secondary Line Segment,SECONDARY LINE SEGMENT,,,,,0,#Status,New,
12572,Secondary Line Segment,SECONDARY LINE SEGMENT,,,,,0,#Status,New,
12574,Secondary Line Segment,SECONDARY LINE SEGMENT,,,,,0,#Status,New,
12580,Flange,FLANGE,,,,,0,,New,
12582,Flange,FLANGE,,,,,0,,New,
12584,Gate Valve,GATE VALVE,,,,,0,"#Status,#Size,#Spec",,
12586,Gate Valve,GATE VALVE,,,,,0,,New,
12589,Restriction Orifice,RESTRICTION ORIFICE,,,,,0,,New,
12591,Gate Valve,GATE VALVE,,,,,0,,New,
12597,Gate Valve,GATE VALVE,,,,,0,,New,
12599,Gate Valve,GATE VALVE,,,,,0,,New,
12610,Gate Valve,GATE VALVE,,,,,0,,New,
12614,Gate Valve,GATE VALVE,,,,,0,,New,
12616,Gate Valve,GATE VALVE,,,,,0,,New,
12618,Gate Valve,GATE VALVE,,,,,0,,New,
12628,Gate Valve,GATE VALVE,,,,,0,,New,
12630,Check Valve,CHECK VALVE,,,,,0,,New,
12632,Check Valve,CHECK VALVE,,,,,0,,New,
12648,Electromagnetic Signal,ELECTROMAGNETIC SIGNAL,,,,,0,#Status,New,
12651,Flow Conditioning Device,FLOW CONDITIONING DEVICE,,,,,0,,New,0.45067
