TableName,PropertyName,PropertyType,IsObjectId,IsCounter,IsSystem,IsUnique,CheckConstraint,DefaultValue,Length,IsExpression,Expression
FireResistantDetonationProofFlameArrestor,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
FireResistantFlameArrestor,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
FlameArrestor,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
FlexibleHose,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
Funnel,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
InLineMixer,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
InLineSilencer,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
PipeConduitJacket,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
PipeHeatingCooling,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
PipeHeatingCoolingInsulated,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
